Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Millikin-Wallpaper,https://raw.githubusercontent.com/millikin-university/Exhibit/main/Millikin-Wallpaper.jpg,0:60:00,1:00:00,1/1/25 0:00,1/1/99 0:00,yes
